,country,pincode,locality,state,district,city,latitude,longitude,Clusters,1st Most Frequent Venue,2nd Most Frequent Venue,3rd Most Frequent Venue,4th Most Frequent Venue,5th Most Frequent Venue,6th Most Frequent Venue,7th Most Frequent Venue,8th Most Frequent Venue,9th Most Frequent Venue,10th Most Frequent Venue
50019,IN,560001,Bangalore G.P.O.,Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50020,IN,560001,Legislators Home,Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50021,IN,560001,Vasanthanagar,Karnataka,Bangalore,0,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50022,IN,560001,Mahatma Gandhi Road,Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50023,IN,560001,Vidhana Soudha,Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50024,IN,560001,Rajbhavan (Bangalore),Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50025,IN,560001,HighCourt,Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50026,IN,560001,Cubban Road,Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50027,IN,560001,Bangalore Bazaar,Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50028,IN,560001,CMM Court Complex,Karnataka,Bangalore,Bangalore,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50029,IN,560001,Dr. Ambedkar Veedhi,Karnataka,Bangalore,Bangalore North,12.9914,77.5944,4,Indian Restaurant,Coffee Shop,Chinese Restaurant,Italian Restaurant,Tea Room,Steakhouse,Hotel,Juice Bar,Fast Food Restaurant,Concert Hall
50030,IN,560002,Bangalore City,Karnataka,Bangalore,Bangalore North,12.9719,77.5937,4,Italian Restaurant,Café,Lounge,Hotel,Coffee Shop,Electronics Store,Restaurant,Mexican Restaurant,Cupcake Shop,Japanese Restaurant
50031,IN,560002,Bangalore Corporation Building,Karnataka,Bangalore,Bangalore South,12.9719,77.5937,4,Italian Restaurant,Café,Lounge,Hotel,Coffee Shop,Electronics Store,Restaurant,Mexican Restaurant,Cupcake Shop,Japanese Restaurant
50032,IN,560002,Sri Jayachamarajendra Road,Karnataka,Bangalore,Bangalore South,12.9719,77.5937,4,Italian Restaurant,Café,Lounge,Hotel,Coffee Shop,Electronics Store,Restaurant,Mexican Restaurant,Cupcake Shop,Japanese Restaurant
50033,IN,560003,Palace Guttahalli,Karnataka,Bangalore,Bangalore North,13.0097,77.5648,4,Ice Cream Shop,Café,Indian Restaurant,Department Store,South Indian Restaurant,Bakery,Zoo,Fast Food Restaurant,Farmers Market,Event Service
50034,IN,560003,Malleswaram,Karnataka,Bangalore,Bangalore North,13.0097,77.5648,4,Ice Cream Shop,Café,Indian Restaurant,Department Store,South Indian Restaurant,Bakery,Zoo,Fast Food Restaurant,Farmers Market,Event Service
50035,IN,560003,Swimming Pool Extn,Karnataka,Bangalore,Bangalore North,13.0097,77.5648,4,Ice Cream Shop,Café,Indian Restaurant,Department Store,South Indian Restaurant,Bakery,Zoo,Fast Food Restaurant,Farmers Market,Event Service
50036,IN,560003,Vyalikaval Extn,Karnataka,Bangalore,Bangalore North,13.0097,77.5648,4,Ice Cream Shop,Café,Indian Restaurant,Department Store,South Indian Restaurant,Bakery,Zoo,Fast Food Restaurant,Farmers Market,Event Service
50037,IN,560004,Pampamahakavi Road,Karnataka,Bangalore,Bangalore South,13.5207,76.0303,0,0,0,0,0,0,0,0,0,0,0
50038,IN,560004,Thyagarajnagar,Karnataka,Bangalore,Bangalore,13.5207,76.0303,0,0,0,0,0,0,0,0,0,0,0
50039,IN,560004,Mavalli,Karnataka,Bangalore,Bangalore South,14.0998,74.4891,0,0,0,0,0,0,0,0,0,0,0
50040,IN,560004,Basavanagudi,Karnataka,Bangalore,Bangalore South,12.9417,77.5714,0,Indian Restaurant,Juice Bar,Fast Food Restaurant,Park,Playground,Sandwich Place,Indian Sweet Shop,Metro Station,Farmers Market,Chinese Restaurant
50041,IN,560005,Fraser Town,Karnataka,Bangalore,Bangalore North,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50042,IN,560006,J.C.Nagar,Karnataka,Bangalore,Bangalore North,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50043,IN,560006,Training Command IAF,Karnataka,Bangalore,Bangalore North,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50044,IN,560007,Agram,Karnataka,Bangalore,Bangalore South,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50045,IN,560007,Air Force Hospital,Karnataka,Bangalore,Bangalore North,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50046,IN,560008,Hulsur Bazaar,Karnataka,Bangalore,Bangalore North,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50047,IN,560008,H.A.L II Stage,Karnataka,Bangalore,Bangalore North,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50048,IN,560009,K. G. Road,Karnataka,Bangalore,Bangalore North,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50049,IN,560009,Bangalore Dist Offices Bldg,Karnataka,Bangalore,Bangalore North,13.2029,76.9627,0,0,0,0,0,0,0,0,0,0,0
50050,IN,560010,Rajajinagar,Karnataka,Bangalore,Bangalore North,12.9847,77.5491,4,Bakery,Snack Place,Fast Food Restaurant,Indian Restaurant,Vegetarian / Vegan Restaurant,Asian Restaurant,Fishing Store,Farmers Market,Event Service,Electronics Store
50051,IN,560010,Industrial Estate (Bangalore),Karnataka,Bangalore,Bangalore North,12.9847,77.5491,4,Bakery,Snack Place,Fast Food Restaurant,Indian Restaurant,Vegetarian / Vegan Restaurant,Asian Restaurant,Fishing Store,Farmers Market,Event Service,Electronics Store
50052,IN,560010,Rajajinagar IVth Block,Karnataka,Bangalore,Bangalore North,12.9847,77.5491,4,Bakery,Snack Place,Fast Food Restaurant,Indian Restaurant,Vegetarian / Vegan Restaurant,Asian Restaurant,Fishing Store,Farmers Market,Event Service,Electronics Store
50053,IN,560011,Jayangar III Block,Karnataka,Bangalore,Bangalore South,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50054,IN,560011,Madhavan Park,Karnataka,Bangalore,Bangalore South,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50055,IN,560012,Science Institute,Karnataka,Bangalore,Bangalore North,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50056,IN,560013,Jalahalli,Karnataka,Bangalore,Bangalore North,13.0448,77.5474,4,Playground,Pool,Bakery,Indian Restaurant,Vegetarian / Vegan Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50057,IN,560014,Jalahalli East,Karnataka,Bangalore,Bangalore North,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50058,IN,560015,Jalahalli West,Karnataka,Bangalore,Bangalore North,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50059,IN,560016,Krishnarajapuram R S,Karnataka,Bangalore,Bangalore North,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50060,IN,560016,Doorvaninagar,Karnataka,Bangalore,Bangalore North,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50061,IN,560016,Ramamurthy Nagar,Karnataka,Bangalore,Bangalore North,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50062,IN,560017,Vimanapura,Karnataka,Bangalore,Bangalore North,21.4504,73.7291,0,0,0,0,0,0,0,0,0,0,0
50063,IN,560017,NAL,Karnataka,Bangalore,Bangalore North,21.4504,73.7291,0,0,0,0,0,0,0,0,0,0,0
50064,IN,560018,Chamrajpet (Bangalore),Karnataka,Bangalore,Bangalore South,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50065,IN,560019,Gaviopuram Extension,Karnataka,Bangalore,Bangalore South,15.8266,76.2752,0,0,0,0,0,0,0,0,0,0,0
50066,IN,560020,Seshadripuram,Karnataka,Bangalore,Bangalore North,12.9879,77.5789,4,Hotel,Indian Restaurant,Ice Cream Shop,Karnataka Restaurant,Fast Food Restaurant,Seafood Restaurant,Arcade,Art Gallery,Vegetarian / Vegan Restaurant,Asian Restaurant
50067,IN,560021,Gayathrinagar,Karnataka,Bangalore,Bangalore North,12.9879,77.5625,4,Café,Wine Bar,Indian Restaurant,Multiplex,Zoo,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50068,IN,560021,Srirampuram,Karnataka,Bangalore,Bangalore North,12.9879,77.5625,4,Café,Wine Bar,Indian Restaurant,Multiplex,Zoo,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50069,IN,560022,Yeshwanthpur Bazar,Karnataka,Bangalore,Bangalore North,13.11,77.4484,3,Tourist Information Center,Flea Market,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar,Diner,Zoo
50070,IN,560022,Yeswanthpura,Karnataka,Bangalore,Bangalore North,13.11,77.4484,3,Tourist Information Center,Flea Market,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar,Diner,Zoo
50071,IN,560023,Magadi Road,Karnataka,Bangalore,Bangalore North,12.975,77.5489,4,Department Store,Metro Station,Indie Movie Theater,Shopping Mall,Bus Station,Multiplex,Toll Plaza,Design Studio,Dessert Shop,Diner
50072,IN,560024,Anandnagar (Bangalore),Karnataka,Bangalore,Bangalore North,13.11,77.4484,3,Tourist Information Center,Flea Market,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar,Diner,Zoo
50073,IN,560024,Hebbal Kempapura,Karnataka,Bangalore,Bangalore North,13.11,77.4484,3,Tourist Information Center,Flea Market,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar,Diner,Zoo
50074,IN,560024,H.A. Farm,Karnataka,Bangalore,Bangalore North,13.11,77.4484,3,Tourist Information Center,Flea Market,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar,Diner,Zoo
50075,IN,560025,Museum Road,Karnataka,Bangalore,Bangalore North,12.9634,77.6025,4,Indian Restaurant,Lounge,Chinese Restaurant,Coffee Shop,Pizza Place,Bakery,Hockey Arena,Bed & Breakfast,Restaurant,Breakfast Spot
50076,IN,560025,Richmond Town,Karnataka,Bangalore,Bangalore North,12.9634,77.6025,4,Indian Restaurant,Lounge,Chinese Restaurant,Coffee Shop,Pizza Place,Bakery,Hockey Arena,Bed & Breakfast,Restaurant,Breakfast Spot
50077,IN,560025,CMP Centre And School,Karnataka,Bangalore,Bangalore North,12.9634,77.6025,4,Indian Restaurant,Lounge,Chinese Restaurant,Coffee Shop,Pizza Place,Bakery,Hockey Arena,Bed & Breakfast,Restaurant,Breakfast Spot
50078,IN,560026,Deepanjalinagar,Karnataka,Bangalore,Bangalore South,13.11,77.4484,3,Tourist Information Center,Flea Market,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar,Diner,Zoo
50079,IN,560026,Governmemnt Electric Factory,Karnataka,Bangalore,Bangalore South,13.11,77.4484,3,Tourist Information Center,Flea Market,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar,Diner,Zoo
50080,IN,560027,Sampangiramnagar,Karnataka,Bangalore,Bangalore South,12.9506,77.5952,4,Indian Restaurant,Hotel,Department Store,Café,Breakfast Spot,Asian Restaurant,Southern / Soul Food Restaurant,Coffee Shop,Park,Design Studio
50081,IN,560027,Wilson Garden,Karnataka,Bangalore,Bangalore South,12.9506,77.5952,4,Indian Restaurant,Hotel,Department Store,Café,Breakfast Spot,Asian Restaurant,Southern / Soul Food Restaurant,Coffee Shop,Park,Design Studio
50082,IN,560027,Shanthinagar,Karnataka,Bangalore,Bangalore South,12.9506,77.5952,4,Indian Restaurant,Hotel,Department Store,Café,Breakfast Spot,Asian Restaurant,Southern / Soul Food Restaurant,Coffee Shop,Park,Design Studio
50083,IN,560029,Tavarekere,Karnataka,Bangalore,Bangalore,13.7952,76.8024,0,0,0,0,0,0,0,0,0,0,0
50084,IN,560029,Dharmaram College,Karnataka,Bangalore,Bangalore South,13.7952,76.8024,0,0,0,0,0,0,0,0,0,0,0
50085,IN,560030,Adugodi,Karnataka,Bangalore,Bangalore South,12.944,77.6079,4,Fast Food Restaurant,Indian Restaurant,Bus Station,Design Studio,Zoo,Dive Bar,Farmers Market,Event Service,Electronics Store,Donut Shop
50086,IN,560032,R T Nagar,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50087,IN,560032,Kanakanagar,Karnataka,Bangalore,Bangalore,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50088,IN,560032,P&T Col. Kavalbyrasandra,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50089,IN,560033,Maruthi Sevanagar,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50090,IN,560034,Agara,Karnataka,Bangalore,Bangalore South,12.932,77.6227,4,Café,Indian Restaurant,Ice Cream Shop,Coffee Shop,Pub,Lounge,Bar,Mexican Restaurant,Brewery,Breakfast Spot
50091,IN,560034,Koramangala,Karnataka,Bangalore,Bangalore South,12.932,77.6227,4,Café,Indian Restaurant,Ice Cream Shop,Coffee Shop,Pub,Lounge,Bar,Mexican Restaurant,Brewery,Breakfast Spot
50092,IN,560034,Koramangala I Block,Karnataka,Bangalore,Bangalore South,12.932,77.6227,4,Café,Indian Restaurant,Ice Cream Shop,Coffee Shop,Pub,Lounge,Bar,Mexican Restaurant,Brewery,Breakfast Spot
50093,IN,560034,St. John's Medical College,Karnataka,Bangalore,Bangalore South,12.932,77.6227,4,Café,Indian Restaurant,Ice Cream Shop,Coffee Shop,Pub,Lounge,Bar,Mexican Restaurant,Brewery,Breakfast Spot
50094,IN,560035,Carmelram,Karnataka,Bangalore,Bangalore South,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50095,IN,560036,Krishnarajapuram,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50096,IN,560036,Devasandra,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50097,IN,560037,Marathahalli Colony,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50098,IN,560037,Doddanekkundi,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50099,IN,560037,Yemalur,Karnataka,Bangalore,Bangalore South,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50100,IN,560037,Rameshnagar,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50101,IN,560037,Kundalahalli,Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50102,IN,560038,Indiranagar (Bangalore),Karnataka,Bangalore,Bangalore North,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50103,IN,560039,Nayandahalli,Karnataka,Bangalore,Bangalore South,12.937999999999999,77.6153,4,Indian Restaurant,Chinese Restaurant,Lounge,Dessert Shop,Pub,Bookstore,Café,Tea Room,Restaurant,Snack Place
50104,IN,560040,Chandra Lay Out,Karnataka,Bangalore,Bangalore North,12.6859,77.492,0,0,0,0,0,0,0,0,0,0,0
50105,IN,560040,Vijayanagar (Bangalore),Karnataka,Bangalore,Bangalore North,12.6859,77.492,0,0,0,0,0,0,0,0,0,0,0
50106,IN,560040,Vijayanagar East,Karnataka,Bangalore,Bangalore North,12.6859,77.492,0,0,0,0,0,0,0,0,0,0,0
50107,IN,560041,Jayanagar,Karnataka,Bangalore,Bangalore South,12.9278,77.5885,4,Indian Restaurant,Café,Fast Food Restaurant,Chinese Restaurant,Ice Cream Shop,Brewery,Mexican Restaurant,Shopping Plaza,Candy Store,Donut Shop
50108,IN,560041,Tilaknagar (Bangalore),Karnataka,Bangalore,Bangalore South,12.9278,77.5885,4,Indian Restaurant,Café,Fast Food Restaurant,Chinese Restaurant,Ice Cream Shop,Brewery,Mexican Restaurant,Shopping Plaza,Candy Store,Donut Shop
50109,IN,560042,Sivan Chetty Gardens,Karnataka,Bangalore,Bangalore North,12.6859,77.492,0,0,0,0,0,0,0,0,0,0,0
50110,IN,560043,Horamavu,Karnataka,Bangalore,Bangalore North,13.0158,77.6487,4,Indian Restaurant,Pharmacy,Café,Kerala Restaurant,Vegetarian / Vegan Restaurant,Dessert Shop,BBQ Joint,Juice Bar,Tea Room,Farmers Market
50111,IN,560043,Banaswadi,Karnataka,Bangalore,Bangalore North,13.0158,77.6487,4,Indian Restaurant,Pharmacy,Café,Kerala Restaurant,Vegetarian / Vegan Restaurant,Dessert Shop,BBQ Joint,Juice Bar,Tea Room,Farmers Market
50112,IN,560043,Jalavayuvihar,Karnataka,Bangalore,Bangalore North,13.0158,77.6487,4,Indian Restaurant,Pharmacy,Café,Kerala Restaurant,Vegetarian / Vegan Restaurant,Dessert Shop,BBQ Joint,Juice Bar,Tea Room,Farmers Market
50113,IN,560043,Kalyananagar,Karnataka,Bangalore,Bangalore North,13.0158,77.6487,4,Indian Restaurant,Pharmacy,Café,Kerala Restaurant,Vegetarian / Vegan Restaurant,Dessert Shop,BBQ Joint,Juice Bar,Tea Room,Farmers Market
50114,IN,560045,Nagawara,Karnataka,Bangalore,Bangalore North,13.036,77.6226,4,ATM,Pizza Place,Bus Station,Gym / Fitness Center,Diner,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50115,IN,560045,Arabic College,Karnataka,Bangalore,Bangalore North,13.036,77.6226,4,ATM,Pizza Place,Bus Station,Gym / Fitness Center,Diner,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50116,IN,560045,Venkateshapura,Karnataka,Bangalore,Bangalore North,13.036,77.6226,4,ATM,Pizza Place,Bus Station,Gym / Fitness Center,Diner,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50117,IN,560046,Benson Town,Karnataka,Bangalore,Bangalore North,12.9985,77.6044,4,Candy Store,Café,Pakistani Restaurant,Bakery,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50118,IN,560047,Viveknagar (Bangalore),Karnataka,Bangalore,Bangalore South,12.6859,77.492,0,0,0,0,0,0,0,0,0,0,0
50119,IN,560047,Austin Town,Karnataka,Bangalore,Bangalore North,12.6859,77.492,0,0,0,0,0,0,0,0,0,0,0
50120,IN,560048,Hoodi,Karnataka,Bangalore,Bangalore North,12.9944,77.7164,4,Yoga Studio,Platform,Fast Food Restaurant,Bus Station,Dive Bar,Farmers Market,Event Service,Electronics Store,Donut Shop,Diner
50121,IN,560048,Mahadevapura,Karnataka,Bangalore,Bangalore North,12.9923,77.6869,0,Indian Restaurant,Convenience Store,Coffee Shop,Bus Station,Shopping Mall,Gym,Dive Bar,Farmers Market,Event Service,Electronics Store
50122,IN,560049,Mundur,Karnataka,Bangalore,Bangalore South,10.8368,76.5761,4,Bakery,Zoo,Flower Shop,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50123,IN,560049,Bidrahalli,Karnataka,Bangalore,Bangalore South,10.8368,76.5761,4,Bakery,Zoo,Flower Shop,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50124,IN,560049,Thambuchetty palya,Karnataka,Bangalore,Bangalore North,10.8368,76.5761,4,Bakery,Zoo,Flower Shop,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50125,IN,560049,Virgonagar,Karnataka,Bangalore,Bangalore North,10.8368,76.5761,4,Bakery,Zoo,Flower Shop,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50126,IN,560049,Bhattarahalli,Karnataka,Bangalore,Bangalore North,10.8368,76.5761,4,Bakery,Zoo,Flower Shop,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
50127,IN,560050,Dasarahalli(Srinagar),Karnataka,Bangalore,Bangalore South,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50128,IN,560050,State Bank Of Mysore Colony,Karnataka,Bangalore,Bangalore South,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50129,IN,560050,Ashoknagar (Bangalore),Karnataka,Bangalore,Bangalore South,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50130,IN,560050,Banashankari,Karnataka,Bangalore,Bangalore South,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50131,IN,560051,H.K.P. Road,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50132,IN,560053,Chickpet,Karnataka,Bangalore,Bangalore South,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50133,IN,560054,Mathikere,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50134,IN,560054,Msrit,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50135,IN,560054,Sri Chowdeshwari,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50136,IN,560055,Malleswaram West,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50137,IN,560055,Milk Colony,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50138,IN,560056,Bnagalore Viswavidalaya,Karnataka,Bangalore,Bangalore South,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50139,IN,560056,Mallathahalli,Karnataka,Bangalore,Bangalore South,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50140,IN,560057,Peenya Dasarahalli,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50141,IN,560058,Peenya Small Industries,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50142,IN,560058,Peenya I Stage,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50143,IN,560058,Laggere,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50144,IN,560058,Peenya II Stage,Karnataka,Bangalore,Bangalore North,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50145,IN,560059,Rv Niketan,Karnataka,Bangalore,Bangalore South,13.0323,77.5609,4,Fast Food Restaurant,Indian Restaurant,Cosmetics Shop,Diner,Bus Station,Café,Bakery,Gym,Ice Cream Shop,Dessert Shop
50146,IN,560060,Chudenapura,Karnataka,Bangalore,Bangalore South,12.9121,77.48100000000001,4,Indian Restaurant,Café,Pharmacy,Restaurant,Zoo,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar
